UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
246974,"R",15,"R",862961,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",390823,"R",5,"R",337389,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",43555,"Z",0,"Z",0,"R",2,"R",91194,"Z",0,"Z",0,"Z",0,"Z",0
247065,"R",25,"N",893916,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"N",459866,"R",1,"R",70251,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"N",274816,"R",3,"N",88983,"Z",0,"Z",0,"Z",0,"Z",0
247083,"R",16,"R",1755559,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",1338900,"R",2,"R",195328,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",221331,"Z",0,"Z",0,"Z",0,"Z",0
247162,"R",6,"R",342000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",182000,"R",1,"R",42000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40000,"Z",0,"Z",0,"R",2,"R",78000,"Z",0,"Z",0,"Z",0,"Z",0
247603,"R",74,"R",4168190,"R",2,"R",112500,"Z",0,"Z",0,"R",7,"R",385945,"R",16,"R",1409389,"R",9,"R",461144,"R",4,"R",217961,"R",8,"R",364513,"Z",0,"Z",0,"R",8,"R",359474,"Z",0,"Z",0,"R",19,"R",807264,"R",1,"R",50000,"Z",0,"Z",0
247649,"R",119,"R",6658863,"R",3,"R",228103,"Z",0,"Z",0,"R",24,"R",1181680,"R",28,"R",2602138,"R",7,"R",353148,"R",8,"R",475427,"R",8,"R",370695,"R",1,"R",39154,"R",24,"R",731564,"R",2,"R",58240,"R",10,"R",431285,"R",3,"R",155626,"R",1,"R",31803
247700,"R",13,"R",696451,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",489725,"R",2,"R",166000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40726,"Z",0,"Z",0,"Z",0,"Z",0
247737,"R",47,"R",3661305,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1173088,"R",17,"R",1818784,"R",6,"R",338269,"R",2,"R",155055,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",176109,"Z",0,"Z",0,"Z",0,"Z",0
247773,"R",1,"R",53279,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",53279,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
247825,"R",6,"R",368402,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",75644,"R",1,"R",117260,"R",1,"R",82376,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",93122,"Z",0,"Z",0,"Z",0,"Z",0
247834,"R",660,"R",39763509,"Z",0,"Z",0,"Z",0,"Z",0,"R",215,"R",11594390,"R",87,"R",9905437,"R",32,"R",2176654,"R",60,"R",3785719,"R",31,"R",1709018,"Z",0,"Z",0,"R",54,"R",2638312,"Z",0,"Z",0,"R",152,"R",6395758,"R",28,"R",1509246,"R",1,"R",48975
247940,"R",100,"R",4761795,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",702403,"R",22,"R",1680324,"R",3,"R",116935,"R",5,"R",300811,"R",16,"R",780432,"Z",0,"Z",0,"R",13,"R",406710,"Z",0,"Z",0,"R",24,"R",774180,"Z",0,"Z",0,"Z",0,"Z",0
248846,"R",14,"R",807439,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",104390,"R",4,"R",350730,"R",2,"R",94962,"Z",0,"Z",0,"R",1,"R",61474,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",195883,"Z",0,"Z",0,"Z",0,"Z",0
248882,"R",7,"R",302023,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",136388,"R",1,"R",107000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",58635,"Z",0,"Z",0,"Z",0,"Z",0
248934,"R",583,"R",35092874,"R",2,"R",104023,"Z",0,"Z",0,"R",341,"R",16220235,"R",110,"R",12802601,"R",13,"R",898376,"R",37,"R",1888083,"R",15,"R",1033179,"Z",0,"Z",0,"R",4,"R",132917,"Z",0,"Z",0,"R",61,"R",2013460,"Z",0,"Z",0,"Z",0,"Z",0
249609,"R",5,"R",308250,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",153000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",155250,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
250027,"R",16,"R",745508,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",196093,"R",4,"R",306774,"R",3,"R",159637,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",52620,"R",1,"R",30384,"Z",0,"Z",0
250601,"R",26,"R",1726707,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",507882,"R",8,"R",764184,"R",2,"R",125413,"R",2,"R",107970,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",221258,"Z",0,"Z",0,"Z",0,"Z",0
251075,"R",12,"R",887418,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",113666,"R",2,"R",203975,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",513409,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56368,"Z",0,"Z",0,"Z",0,"Z",0
251260,"R",110,"R",5389270,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",214019,"R",6,"R",684428,"R",9,"R",465609,"R",6,"R",316804,"R",2,"R",70408,"Z",0,"Z",0,"R",27,"R",981584,"Z",0,"Z",0,"R",55,"R",2656418,"Z",0,"Z",0,"Z",0,"Z",0
251312,"R",61,"R",3920312,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",215622,"R",25,"R",2180947,"R",7,"R",341132,"R",1,"R",37502,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",109658,"Z",0,"Z",0,"R",19,"R",1035451,"Z",0,"Z",0,"Z",0,"Z",0
260293,"R",1,"R",32614,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",32614,"Z",0,"Z",0,"Z",0,"Z",0
260372,"R",40,"R",1846838,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",539223,"R",13,"R",874496,"R",2,"R",70014,"R",2,"R",85569,"R",2,"R",83160,"Z",0,"Z",0,"R",1,"R",26000,"Z",0,"Z",0,"R",2,"R",64230,"R",4,"R",104146,"Z",0,"Z",0
260381,"R",974,"R",57577795,"Z",0,"Z",0,"R",261,"R",15333158,"R",64,"R",2256470,"R",83,"R",8610216,"R",139,"R",8566250,"R",147,"R",9228500,"R",187,"R",9871054,"Z",0,"Z",0,"R",13,"R",457018,"Z",0,"Z",0,"R",77,"R",3129580,"R",2,"R",98738,"R",1,"R",26811
260691,"R",28,"R",1492432,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",509836,"R",4,"R",400057,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",582539,"Z",0,"Z",0,"Z",0,"Z",0
260789,"R",44,"R",2617842,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1167658,"R",14,"R",1253999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",196185,"Z",0,"Z",0,"Z",0,"Z",0
260813,"R",19,"R",1596980,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",144367,"R",5,"R",590585,"R",5,"R",380462,"R",1,"R",89296,"Z",0,"Z",0,"R",2,"R",143737,"Z",0,"Z",0,"R",3,"R",213019,"R",1,"R",35514,"Z",0,"Z",0,"Z",0,"Z",0
260901,"R",452,"R",27953079,"Z",0,"Z",0,"Z",0,"Z",0,"R",231,"R",12560069,"R",77,"R",7851704,"R",26,"R",1853760,"Z",0,"Z",0,"R",114,"R",5476230,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",211316,"Z",0,"Z",0,"Z",0,"Z",0
260910,"R",9,"R",511165,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",144205,"R",2,"R",172154,"Z",0,"Z",0,"R",1,"R",46470,"R",3,"R",148336,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
260947,"R",1,"R",44558,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",44558,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
261861,"R",8,"R",324840,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36400,"R",2,"R",105000,"R",2,"R",75720,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",77000,"R",1,"R",30720,"Z",0,"Z",0,"Z",0,"Z",0
262022,"R",10,"R",447591,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",235740,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",101637,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",110214,"Z",0,"Z",0,"Z",0,"Z",0
262031,"R",301,"R",13829709,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",2701662,"R",34,"R",3222782,"R",14,"R",672492,"R",23,"R",1302309,"R",28,"R",1224200,"R",1,"R",48960,"R",59,"R",1877729,"R",1,"R",30160,"R",65,"R",2277852,"R",11,"R",471563,"Z",0,"Z",0
262086,"R",379,"R",28274956,"Z",0,"Z",0,"Z",0,"Z",0,"R",169,"R",8566335,"R",139,"R",14956486,"R",30,"R",1703932,"R",27,"R",2138841,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",909362,"Z",0,"Z",0,"Z",0,"Z",0
262129,"R",207,"R",10623114,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",318563,"R",59,"R",4882747,"R",3,"R",129836,"R",26,"R",1438800,"R",4,"R",247833,"Z",0,"Z",0,"R",36,"R",1120227,"Z",0,"Z",0,"R",54,"R",1949941,"R",15,"R",535167,"Z",0,"Z",0
363439,"R",35,"R",1436047,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",378396,"R",4,"R",280492,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",755943,"R",1,"R",21216,"Z",0,"Z",0
363590,"R",12,"R",698654,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",381974,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",316680,"Z",0,"Z",0,"Z",0,"Z",0
363633,"R",92,"R",3748998,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",90671,"R",24,"R",1269589,"R",9,"R",425706,"R",5,"R",287076,"R",11,"R",399763,"R",3,"R",208317,"R",15,"R",383628,"R",2,"R",74156,"R",18,"R",532256,"R",1,"R",42553,"R",1,"R",35283
363721,"R",28,"R",2211359,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",699700,"R",4,"R",564923,"R",4,"R",303529,"R",3,"R",267509,"R",2,"R",136849,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",238849,"Z",0,"Z",0,"Z",0,"Z",0
363907,"R",18,"R",368576,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",110388,"R",2,"R",68320,"Z",0,"Z",0,"R",2,"R",31721,"R",1,"R",23692,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",15080,"R",7,"R",119375,"Z",0,"Z",0,"Z",0,"Z",0
363916,"R",14,"R",284181,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",99155,"R",1,"R",31999,"Z",0,"Z",0,"R",1,"R",15080,"R",1,"R",23983,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",15080,"R",5,"R",98884,"Z",0,"Z",0,"Z",0,"Z",0
363934,"R",50,"R",3161212,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1226015,"R",6,"R",894054,"R",7,"R",412055,"R",2,"R",108000,"R",4,"R",253000,"Z",0,"Z",0,"R",4,"R",157588,"Z",0,"Z",0,"R",2,"R",110500,"Z",0,"Z",0,"Z",0,"Z",0
364016,"R",156,"R",8939061,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",892034,"R",16,"R",1857430,"R",6,"R",444790,"R",17,"R",930555,"R",18,"R",1016207,"R",1,"R",48817,"R",13,"R",531509,"Z",0,"Z",0,"R",65,"R",2890246,"R",7,"R",327473,"Z",0,"Z",0
364025,"R",220,"R",12001240,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",1039904,"R",19,"R",2107197,"R",12,"R",785999,"R",15,"R",701450,"R",29,"R",1645526,"R",1,"R",53675,"R",34,"R",1370707,"Z",0,"Z",0,"R",83,"R",3747649,"R",11,"R",549133,"Z",0,"Z",0
364168,"R",13,"R",625600,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",210556,"Z",0,"Z",0,"R",1,"R",50600,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",152638,"R",5,"R",176758,"R",1,"R",35048,"Z",0,"Z",0
364955,"R",17,"R",1032792,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",134763,"R",2,"R",254000,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",606048,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",37981,"Z",0,"Z",0,"Z",0,"Z",0
365204,"R",425,"R",16077252,"Z",0,"Z",0,"Z",0,"Z",0,"R",95,"R",3578531,"R",117,"R",6494155,"R",42,"R",1402140,"R",7,"R",280363,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",97,"R",2729152,"R",57,"R",1337958,"R",10,"R",254953,"Z",0,"Z",0
365426,"R",13,"R",523730,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",274402,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",249328,"Z",0,"Z",0,"Z",0,"Z",0
366003,"R",17,"R",856307,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",275000,"R",4,"R",236307,"R",2,"R",90000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40000,"R",3,"R",85000,"R",1,"R",45000,"R",1,"R",35000,"Z",0,"Z",0
366252,"R",594,"R",32608440,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1904854,"R",78,"R",8227801,"R",44,"R",2763151,"R",47,"R",2786085,"R",54,"R",3278164,"R",17,"R",1239784,"R",163,"R",5728573,"R",5,"R",252508,"R",103,"R",3848907,"R",46,"R",2248110,"R",9,"R",330503
366261,"R",2,"R",83278,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",83278,"Z",0,"Z",0,"Z",0,"Z",0
366270,"R",13,"R",528892,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",50800,"R",2,"R",138000,"R",2,"R",66513,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",129406,"R",4,"R",115877,"R",1,"R",28296,"Z",0,"Z",0
366289,"R",23,"R",916737,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",331177,"R",2,"R",166000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",269800,"R",6,"R",149760,"Z",0,"Z",0,"Z",0,"Z",0
366340,"R",46,"R",1796321,"R",1,"R",57150,"R",2,"R",99479,"R",16,"R",519247,"R",12,"R",637996,"R",1,"R",38109,"R",1,"R",40640,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",159248,"Z",0,"Z",0,"R",5,"R",207958,"Z",0,"Z",0,"R",1,"R",36494
366368,"R",24,"R",2020475,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",489811,"R",6,"R",839821,"R",3,"R",204467,"Z",0,"Z",0,"R",1,"R",84800,"Z",0,"Z",0,"R",6,"R",309696,"Z",0,"Z",0,"R",2,"R",91880,"Z",0,"Z",0,"Z",0,"Z",0
366395,"R",713,"R",56696706,"Z",0,"Z",0,"Z",0,"Z",0,"R",145,"R",14009322,"R",128,"R",16847578,"R",13,"R",986922,"R",18,"R",1548461,"R",33,"R",2473235,"R",4,"R",354983,"R",126,"R",7682671,"Z",0,"Z",0,"R",178,"R",9002378,"R",54,"R",3105587,"R",14,"R",685569
366401,"R",107,"R",7890346,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",356457,"R",16,"R",2107169,"R",10,"R",692905,"R",9,"R",817266,"R",11,"R",665008,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",55,"R",3251541,"Z",0,"Z",0,"Z",0,"Z",0
366465,"R",85,"R",3984208,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",95544,"R",14,"R",1224348,"R",14,"R",796344,"R",6,"R",259152,"R",13,"R",448548,"Z",0,"Z",0,"R",15,"R",418972,"Z",0,"Z",0,"R",21,"R",741300,"Z",0,"Z",0,"Z",0,"Z",0
366535,"R",22,"R",1007424,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24918,"R",7,"R",372177,"R",2,"R",82014,"R",1,"R",35006,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",55078,"R",4,"R",283765,"R",5,"R",154466,"Z",0,"Z",0,"Z",0,"Z",0
366553,"R",59,"R",3075853,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2036245,"R",8,"R",706008,"R",1,"R",60000,"R",1,"R",45760,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",74440,"Z",0,"Z",0,"R",4,"R",153400,"Z",0,"Z",0,"Z",0,"Z",0
366605,"R",10,"R",527450,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",246810,"R",2,"R",108160,"R",2,"R",147520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24960,"Z",0,"Z",0,"Z",0,"Z",0
366711,"R",757,"R",50917604,"Z",0,"Z",0,"Z",0,"Z",0,"R",59,"R",3490968,"R",68,"R",9448472,"R",156,"R",11382276,"R",92,"R",6445536,"R",139,"R",8042376,"R",14,"R",1026132,"R",32,"R",2006400,"Z",0,"Z",0,"R",154,"R",6502704,"R",32,"R",2037948,"R",11,"R",534792
366748,"R",41,"R",2412159,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51361,"R",17,"R",1303175,"R",4,"R",177199,"Z",0,"Z",0,"R",5,"R",197872,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",682552,"Z",0,"Z",0,"Z",0,"Z",0
366793,"R",8,"R",571610,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",239465,"R",4,"R",290937,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",41208,"Z",0,"Z",0,"Z",0,"Z",0
366960,"R",17,"R",1190120,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100427,"R",3,"R",367736,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",638341,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",83616,"Z",0,"Z",0,"Z",0,"Z",0
367024,"R",33,"R",2212575,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",814849,"R",7,"R",660817,"R",1,"R",71339,"R",1,"R",43984,"R",10,"R",621586,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
367103,"R",3,"R",200999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",85000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",115999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
367112,"R",17,"R",788197,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51500,"R",5,"R",353000,"R",1,"R",40019,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",256006,"R",3,"R",87672,"Z",0,"Z",0,"Z",0,"Z",0
367361,"R",11,"R",614450,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",113129,"R",2,"R",275800,"R",3,"R",130379,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",95142,"Z",0,"Z",0,"Z",0,"Z",0
367459,"R",259,"R",11700343,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",1782185,"R",49,"R",3929816,"R",40,"R",1744325,"R",28,"R",1120126,"R",23,"R",918473,"Z",0,"Z",0,"R",23,"R",770551,"R",2,"R",80809,"R",37,"R",999423,"R",10,"R",303454,"R",2,"R",51181
367884,"R",90,"R",5443575,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1672305,"R",22,"R",2295419,"R",3,"R",210366,"R",9,"R",532035,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",49500,"R",14,"R",524991,"R",4,"R",158959,"Z",0,"Z",0
367936,"R",47,"R",3099665,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",94997,"R",14,"R",1419250,"R",4,"R",180787,"Z",0,"Z",0,"R",7,"R",363024,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1041607,"Z",0,"Z",0,"Z",0,"Z",0
367954,"R",189,"R",13791686,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",366424,"R",57,"R",7281474,"R",15,"R",834819,"R",14,"R",847142,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",90,"R",4214053,"R",5,"R",247774,"Z",0,"Z",0
368443,"R",40,"R",2053312,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",730105,"R",6,"R",593300,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",703895,"R",1,"R",26012,"Z",0,"Z",0
368452,"R",25,"R",1472000,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",120000,"R",3,"R",385000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",420000,"R",11,"R",497000,"Z",0,"Z",0,"Z",0,"Z",0
368629,"R",23,"R",1031058,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",283910,"R",3,"R",299442,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",447706,"Z",0,"Z",0,"Z",0,"Z",0
368780,"R",21,"R",791811,"R",2,"R",101936,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",24641,"R",5,"R",301816,"R",13,"R",363418,"Z",0,"Z",0,"Z",0,"Z",0
368911,"R",79,"R",3569313,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",560432,"R",24,"R",1814213,"R",7,"R",250473,"R",4,"R",176880,"R",1,"R",38028,"Z",0,"Z",0,"R",21,"R",553663,"Z",0,"Z",0,"R",6,"R",175624,"Z",0,"Z",0,"Z",0,"Z",0
369002,"R",13,"R",1055305,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",142000,"R",2,"R",245550,"R",2,"R",179000,"Z",0,"Z",0,"R",2,"R",144150,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",276415,"R",1,"R",68190,"Z",0,"Z",0
369455,"R",6,"R",247000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100000,"R",1,"R",50000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",47000,"Z",0,"Z",0,"Z",0,"Z",0
369516,"R",33,"R",1249538,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",328511,"R",11,"R",558206,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",312901,"R",2,"R",49920,"Z",0,"Z",0,"Z",0,"Z",0
