UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100654,"R",528,"R",27312541,"R",1,"R",40753,"Z",0,"Z",0,"R",7,"R",268727,"R",85,"R",7868205,"R",30,"R",1440082,"R",41,"R",1923850,"R",109,"R",6105802,"Z",0,"Z",0,"R",36,"R",1154690,"R",1,"R",32198,"R",196,"R",7824563,"R",18,"R",553178,"R",4,"R",100493
100663,"R",3240,"R",187752783,"Z",0,"Z",0,"Z",0,"Z",0,"R",150,"R",8465319,"R",314,"R",36383045,"R",539,"R",32930654,"R",527,"R",36782424,"R",203,"R",12168000,"R",82,"R",4966857,"R",539,"R",17096796,"Z",0,"Z",0,"R",509,"R",20551701,"R",294,"R",14805558,"R",83,"R",3602429
100690,"R",27,"R",1944048,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",556336,"R",3,"R",502943,"R",6,"R",480414,"R",4,"R",269671,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",93552,"R",1,"R",41132,"Z",0,"Z",0
100706,"R",998,"R",67586631,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",678889,"R",102,"R",13829277,"R",82,"R",4200226,"R",403,"R",32588307,"R",78,"R",3799360,"R",3,"R",238651,"R",113,"R",3728180,"Z",0,"Z",0,"R",182,"R",7605518,"R",19,"R",893946,"R",1,"R",24277
100724,"R",546,"R",25003594,"R",3,"R",124000,"Z",0,"Z",0,"R",72,"R",2970608,"R",70,"R",6422071,"R",37,"R",1678560,"R",24,"R",1247602,"R",85,"R",4457834,"R",2,"R",86000,"R",118,"R",3272051,"R",5,"R",137497,"R",94,"R",3393219,"R",31,"R",1085816,"R",5,"R",128336
100733,"R",89,"R",11736072,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",4011779,"R",21,"R",2171930,"R",5,"R",372115,"R",21,"R",3648020,"Z",0,"Z",0,"R",3,"R",177642,"Z",0,"Z",0,"R",24,"R",1354586,"Z",0,"Z",0,"Z",0,"Z",0
100751,"R",4368,"R",248963384,"Z",0,"Z",0,"Z",0,"Z",0,"R",186,"R",8611242,"R",562,"R",64676931,"R",508,"R",29852787,"R",467,"R",29125039,"R",519,"R",31939632,"R",215,"R",11619281,"R",691,"R",26209802,"R",29,"R",830267,"R",838,"R",28902700,"R",224,"R",12133794,"R",129,"R",5061909
100760,"R",66,"R",3719029,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",176195,"R",18,"R",1640892,"R",5,"R",219141,"R",1,"R",50415,"R",1,"R",52368,"Z",0,"Z",0,"R",13,"R",437966,"Z",0,"Z",0,"R",24,"R",1142052,"Z",0,"Z",0,"Z",0,"Z",0
100812,"R",145,"R",8655581,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1566562,"R",28,"R",2794211,"R",6,"R",315140,"R",12,"R",776820,"R",9,"R",386420,"Z",0,"Z",0,"R",9,"R",372585,"Z",0,"Z",0,"R",47,"R",1940650,"R",8,"R",410426,"R",2,"R",92767
100830,"R",325,"R",16105811,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",669030,"R",97,"R",7126976,"R",15,"R",958110,"R",36,"R",2266070,"R",14,"R",602110,"R",3,"R",177600,"R",35,"R",930615,"R",3,"R",82910,"R",100,"R",3263260,"Z",0,"Z",0,"R",1,"R",29130
100858,"R",3779,"R",233410798,"R",21,"R",1742405,"R",254,"R",15999295,"R",116,"R",6974586,"R",495,"R",61511326,"R",353,"R",21448116,"R",576,"R",33554908,"R",593,"R",36694019,"R",32,"R",2760870,"R",318,"R",11218133,"R",3,"R",126160,"R",639,"R",24650617,"R",317,"R",14071775,"R",62,"R",2658588
100937,"R",196,"R",9908628,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1067032,"R",33,"R",2996016,"R",10,"R",519051,"R",10,"R",531112,"R",53,"R",2208707,"R",5,"R",195319,"R",17,"R",690737,"R",1,"R",30147,"R",34,"R",1242089,"R",10,"R",398986,"R",1,"R",29432
101028,"R",51,"R",3470411,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",191646,"R",14,"R",1993090,"R",2,"R",144687,"R",1,"R",45869,"R",1,"R",46228,"Z",0,"Z",0,"R",4,"R",148208,"R",1,"R",46228,"R",21,"R",784997,"R",2,"R",69458,"Z",0,"Z",0
101073,"R",72,"R",2787000,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",835000,"R",7,"R",560000,"R",5,"R",186000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",300000,"R",18,"R",696000,"R",6,"R",210000,"Z",0,"Z",0,"Z",0,"Z",0
101116,"R",35,"R",2207050,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",135781,"R",15,"R",1311430,"R",3,"R",106244,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",28080,"Z",0,"Z",0,"R",13,"R",625515,"Z",0,"Z",0,"Z",0,"Z",0
101143,"R",74,"R",3965179,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",1085913,"R",2,"R",285451,"R",6,"R",417792,"R",4,"R",253877,"R",3,"R",107163,"Z",0,"Z",0,"R",12,"R",491925,"R",2,"R",76889,"R",29,"R",1246169,"Z",0,"Z",0,"Z",0,"Z",0
101161,"R",83,"R",4729528,"Z",0,"Z",0,"Z",0,"Z",0,"R",83,"R",4729528,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",164,"R",7601424,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1344817,"R",28,"R",2574319,"R",5,"R",203317,"R",1,"R",55000,"R",55,"R",2206040,"Z",0,"Z",0,"R",10,"R",285225,"Z",0,"Z",0,"R",34,"R",932706,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",208,"R",10903411,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1040658,"R",35,"R",3187622,"R",10,"R",578009,"R",13,"R",673926,"R",24,"R",1127924,"R",1,"R",47728,"R",28,"R",969673,"Z",0,"Z",0,"R",62,"R",2630103,"R",14,"R",647768,"Z",0,"Z",0
101286,"R",139,"R",7116285,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1495793,"R",21,"R",1828013,"R",5,"R",232611,"R",9,"R",520246,"R",6,"R",310644,"Z",0,"Z",0,"R",9,"R",384873,"Z",0,"Z",0,"R",48,"R",1810917,"R",8,"R",307552,"R",7,"R",225636
101295,"R",163,"R",7859757,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",832425,"R",29,"R",2599827,"R",7,"R",303436,"R",6,"R",320179,"R",3,"R",142458,"Z",0,"Z",0,"R",17,"R",618289,"Z",0,"Z",0,"R",63,"R",2287098,"R",18,"R",756045,"Z",0,"Z",0
101301,"R",95,"R",4640807,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",824844,"R",21,"R",1575979,"R",5,"R",234591,"R",2,"R",100183,"R",9,"R",407154,"Z",0,"Z",0,"R",17,"R",517039,"Z",0,"Z",0,"R",24,"R",880915,"R",1,"R",47728,"R",1,"R",52374
101365,"R",17,"R",962389,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",524047,"R",2,"R",247751,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",26645,"Z",0,"Z",0,"R",4,"R",163946,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",123,"R",6287492,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",514789,"R",21,"R",2205891,"R",18,"R",849532,"R",3,"R",135696,"R",39,"R",1611928,"Z",0,"Z",0,"R",17,"R",510767,"Z",0,"Z",0,"R",10,"R",282515,"R",5,"R",176374,"Z",0,"Z",0
101453,"R",22,"R",1087355,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",41820,"R",9,"R",630819,"R",6,"R",266812,"R",1,"R",37600,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",40000,"Z",0,"Z",0,"R",3,"R",70304,"Z",0,"Z",0,"Z",0,"Z",0
101462,"R",50,"R",2501311,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1199669,"R",2,"R",177187,"R",5,"R",332555,"R",3,"R",108820,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",101411,"Z",0,"Z",0,"R",17,"R",581669,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",64,"R",4021460,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1690860,"R",7,"R",675321,"R",8,"R",492574,"R",1,"R",91393,"R",2,"R",130758,"Z",0,"Z",0,"R",3,"R",145967,"Z",0,"Z",0,"R",15,"R",716875,"Z",0,"Z",0,"R",1,"R",77712
101480,"R",593,"R",26327888,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",983302,"R",103,"R",7773321,"R",28,"R",1306801,"R",46,"R",2440547,"R",105,"R",5478294,"Z",0,"Z",0,"R",123,"R",3040814,"Z",0,"Z",0,"R",120,"R",3784805,"R",37,"R",1307370,"R",7,"R",212634
101499,"R",37,"R",2272654,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",225677,"R",11,"R",1105937,"R",2,"R",154122,"R",2,"R",76262,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",235396,"Z",0,"Z",0,"R",12,"R",475260,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",195,"R",10273810,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",1984560,"R",10,"R",1104228,"R",14,"R",1057321,"R",6,"R",392536,"R",14,"R",810426,"Z",0,"Z",0,"R",30,"R",1184979,"Z",0,"Z",0,"R",78,"R",3533541,"R",4,"R",206219,"Z",0,"Z",0
101514,"R",218,"R",11539282,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",579072,"R",38,"R",3467602,"R",6,"R",310979,"R",24,"R",1331744,"R",28,"R",1123279,"Z",0,"Z",0,"R",17,"R",705563,"Z",0,"Z",0,"R",83,"R",3528895,"R",10,"R",492148,"Z",0,"Z",0
101541,"R",62,"R",2495206,"Z",0,"Z",0,"R",1,"R",36000,"R",13,"R",437763,"R",6,"R",594260,"R",4,"R",172952,"R",3,"R",281307,"R",5,"R",198513,"Z",0,"Z",0,"R",16,"R",354494,"R",1,"R",34066,"R",9,"R",243222,"R",4,"R",142629,"Z",0,"Z",0
101569,"R",136,"R",7279376,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",396375,"R",27,"R",2412497,"R",7,"R",395637,"R",5,"R",367701,"R",11,"R",523645,"Z",0,"Z",0,"R",15,"R",598332,"R",5,"R",270355,"R",54,"R",2128887,"R",3,"R",141003,"R",1,"R",44944
101587,"R",328,"R",14653847,"R",2,"R",59722,"R",6,"R",216158,"R",58,"R",2257550,"R",42,"R",3827637,"R",28,"R",1315487,"R",13,"R",587047,"R",46,"R",2050067,"Z",0,"Z",0,"R",62,"R",1716416,"Z",0,"Z",0,"R",46,"R",1547080,"R",22,"R",923470,"R",3,"R",153213
101602,"R",81,"R",4063184,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",66373,"R",13,"R",1368327,"R",10,"R",634008,"R",4,"R",225976,"R",17,"R",721988,"Z",0,"Z",0,"R",5,"R",157877,"Z",0,"Z",0,"R",30,"R",836261,"R",1,"R",52374,"Z",0,"Z",0
101648,"R",85,"R",4269366,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",895843,"R",13,"R",1062104,"R",6,"R",313061,"R",1,"R",78680,"R",6,"R",286022,"R",1,"R",54774,"R",19,"R",747068,"R",2,"R",94930,"R",13,"R",517365,"R",4,"R",186649,"R",1,"R",32870
101675,"R",177,"R",6506209,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",129621,"R",21,"R",1746276,"R",8,"R",361979,"R",5,"R",204510,"R",28,"R",1056655,"R",2,"R",84290,"R",50,"R",1023804,"Z",0,"Z",0,"R",59,"R",1899074,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",121,"R",4940549,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",161531,"R",21,"R",1553049,"R",14,"R",604611,"R",4,"R",171000,"R",37,"R",1302110,"R",1,"R",48000,"R",8,"R",228500,"Z",0,"Z",0,"R",31,"R",871748,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",339,"R",16303978,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1310732,"R",40,"R",4023173,"R",26,"R",1375828,"R",16,"R",892634,"R",77,"R",3465050,"R",5,"R",240875,"R",60,"R",1900500,"Z",0,"Z",0,"R",59,"R",1868757,"R",27,"R",1226429,"Z",0,"Z",0
101736,"R",113,"R",5849563,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",727266,"R",39,"R",2671285,"R",6,"R",335725,"R",6,"R",295147,"R",4,"R",169194,"Z",0,"Z",0,"R",13,"R",492347,"Z",0,"Z",0,"R",28,"R",1158599,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",435,"R",20040753,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",2840559,"R",49,"R",4950104,"R",34,"R",1590128,"R",27,"R",1458999,"R",46,"R",2345995,"R",10,"R",477351,"R",83,"R",2258584,"Z",0,"Z",0,"R",94,"R",2931944,"R",26,"R",982746,"R",6,"R",204343
101897,"R",68,"R",3964828,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",452034,"R",8,"R",842699,"R",2,"R",226423,"R",3,"R",136554,"R",4,"R",262048,"Z",0,"Z",0,"R",9,"R",328377,"R",2,"R",149060,"R",29,"R",1362242,"R",4,"R",205391,"Z",0,"Z",0
101912,"R",220,"R",7287263,"R",1,"R",28000,"R",1,"R",38900,"R",12,"R",415568,"R",45,"R",1928317,"R",26,"R",884892,"R",26,"R",1158888,"R",12,"R",401575,"R",3,"R",120941,"R",34,"R",638969,"Z",0,"Z",0,"R",45,"R",1280430,"R",14,"R",362240,"R",1,"R",28543
101949,"R",82,"R",4377626,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1838925,"R",11,"R",1058736,"R",1,"R",89778,"R",1,"R",55453,"R",1,"R",52853,"Z",0,"Z",0,"R",6,"R",226893,"Z",0,"Z",0,"R",25,"R",1054988,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",26,"R",1588274,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",469173,"R",3,"R",351494,"R",2,"R",122346,"R",2,"R",130619,"R",2,"R",50520,"Z",0,"Z",0,"R",4,"R",194630,"Z",0,"Z",0,"R",5,"R",269492,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",124,"R",6011552,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",868455,"R",14,"R",1367788,"R",3,"R",201631,"R",3,"R",241354,"R",6,"R",366723,"Z",0,"Z",0,"R",22,"R",850477,"Z",0,"Z",0,"R",55,"R",2115124,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",633,"R",37919691,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1849787,"R",122,"R",13090439,"R",56,"R",3346114,"R",49,"R",2896377,"R",118,"R",6546843,"R",13,"R",531497,"R",28,"R",1004193,"R",5,"R",155908,"R",188,"R",7772451,"R",17,"R",668176,"R",2,"R",57906
102058,"R",33,"R",930752,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",181992,"Z",0,"Z",0,"R",2,"R",87600,"Z",0,"Z",0,"R",4,"R",86400,"R",1,"R",18000,"R",9,"R",170560,"Z",0,"Z",0,"R",7,"R",247200,"R",6,"R",139000,"Z",0,"Z",0
102067,"R",175,"R",9793708,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",426781,"R",55,"R",4256486,"R",1,"R",45869,"R",13,"R",886981,"R",3,"R",139469,"Z",0,"Z",0,"R",8,"R",265774,"Z",0,"Z",0,"R",69,"R",3099845,"R",18,"R",672503,"Z",0,"Z",0
102076,"R",66,"R",3481968,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",129148,"R",18,"R",1487869,"R",2,"R",96375,"R",3,"R",149884,"R",4,"R",148470,"Z",0,"Z",0,"R",11,"R",421858,"Z",0,"Z",0,"R",26,"R",1048364,"Z",0,"Z",0,"Z",0,"Z",0
102094,"R",1172,"R",59156093,"Z",0,"Z",0,"Z",0,"Z",0,"R",186,"R",7822441,"R",153,"R",17261010,"R",125,"R",6715953,"R",71,"R",3828513,"R",85,"R",6347529,"R",16,"R",761003,"R",172,"R",4724078,"R",5,"R",165447,"R",242,"R",7446179,"R",109,"R",3808236,"R",8,"R",275704
102234,"R",204,"R",8680251,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",537222,"R",38,"R",3081265,"R",13,"R",655816,"R",9,"R",428464,"R",39,"R",1457287,"R",1,"R",70557,"R",47,"R",1071402,"R",1,"R",25500,"R",31,"R",909277,"R",13,"R",424936,"R",1,"R",18525
102270,"R",82,"R",3419000,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",545000,"R",9,"R",700000,"R",5,"R",216000,"R",4,"R",145000,"R",18,"R",600000,"Z",0,"Z",0,"R",24,"R",825000,"R",1,"R",33000,"R",14,"R",355000,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",106,"R",4136820,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",135000,"R",34,"R",1967816,"R",1,"R",70000,"R",3,"R",143000,"R",13,"R",459808,"R",1,"R",40000,"R",26,"R",561480,"R",1,"R",32000,"R",15,"R",485416,"R",7,"R",181100,"R",2,"R",61200
102313,"R",68,"R",3572432,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",315862,"R",18,"R",1401734,"R",8,"R",557432,"R",2,"R",123456,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",252019,"Z",0,"Z",0,"R",24,"R",921929,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",921,"R",43870632,"Z",0,"Z",0,"Z",0,"Z",0,"R",62,"R",3192018,"R",160,"R",12418819,"R",66,"R",2817345,"R",66,"R",3191032,"R",185,"R",9779283,"R",4,"R",202837,"R",41,"R",1629819,"R",38,"R",1558834,"R",292,"R",8868413,"R",3,"R",107587,"R",4,"R",104645
102377,"R",362,"R",13655113,"R",21,"R",681396,"R",4,"R",216322,"R",98,"R",4367991,"R",18,"R",1151478,"R",42,"R",1524684,"R",11,"R",446831,"R",56,"R",1708728,"R",2,"R",163491,"R",29,"R",949837,"R",1,"R",52011,"R",72,"R",2059704,"R",8,"R",332640,"Z",0,"Z",0
102395,"R",33,"R",1845512,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",421532,"R",7,"R",706334,"R",1,"R",38397,"R",4,"R",218421,"R",4,"R",201309,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",180645,"R",1,"R",48450,"R",1,"R",30424
102429,"R",158,"R",7958805,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",626920,"R",34,"R",2938229,"R",15,"R",638018,"R",6,"R",302070,"R",15,"R",616097,"Z",0,"Z",0,"R",26,"R",847797,"Z",0,"Z",0,"R",48,"R",1989674,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",1012,"R",62491251,"R",81,"R",4724628,"R",64,"R",3655954,"R",51,"R",3904602,"R",113,"R",11777741,"R",25,"R",1602482,"R",91,"R",5560553,"R",76,"R",4508928,"R",7,"R",502241,"R",31,"R",1770169,"R",11,"R",513927,"R",384,"R",19915464,"R",69,"R",3554259,"R",9,"R",500303
102580,"R",3,"R",159570,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",108000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",51570,"Z",0,"Z",0
102614,"R",1376,"R",93090637,"R",459,"R",30715165,"R",119,"R",7806793,"R",45,"R",3274945,"R",157,"R",16021091,"R",52,"R",3799774,"R",69,"R",4899734,"R",67,"R",3863059,"R",6,"R",518521,"R",29,"R",1547067,"R",2,"R",77119,"R",267,"R",14339626,"R",86,"R",5193573,"R",18,"R",1034170
102632,"R",191,"R",11298783,"R",6,"R",311325,"R",1,"R",46539,"R",14,"R",783958,"R",37,"R",3322771,"R",14,"R",851095,"R",19,"R",1042270,"R",7,"R",423647,"R",1,"R",88296,"R",20,"R",791551,"Z",0,"Z",0,"R",59,"R",3004385,"R",13,"R",632946,"Z",0,"Z",0
102669,"R",68,"R",3478005,"R",1,"R",64098,"R",1,"R",38000,"R",22,"R",847353,"R",10,"R",871540,"R",7,"R",366948,"R",7,"R",411868,"R",9,"R",469400,"Z",0,"Z",0,"R",2,"R",63100,"R",2,"R",64480,"R",7,"R",281218,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",143,"R",6993988,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1430606,"R",22,"R",1040613,"R",3,"R",111592,"R",25,"R",1077565,"Z",0,"Z",0,"R",3,"R",95938,"R",37,"R",1945029,"R",34,"R",1292645,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",27,"R",1391159,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",325678,"R",2,"R",104414,"R",3,"R",156558,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",804509,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",162,"R",14544133,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",6489142,"R",32,"R",2367581,"R",40,"R",3320222,"R",2,"R",141919,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2225269,"Z",0,"Z",0,"Z",0,"Z",0
103778,"R",113,"R",8420815,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",95877,"R",60,"R",5732539,"R",16,"R",830146,"R",11,"R",636908,"R",8,"R",390198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",735147,"Z",0,"Z",0,"Z",0,"Z",0
103893,"R",24,"R",1183005,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",654389,"R",5,"R",320850,"Z",0,"Z",0,"R",3,"R",135140,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",72626,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",24,"R",1597473,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",443608,"R",12,"R",1027128,"Z",0,"Z",0,"R",1,"R",34455,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",92282,"Z",0,"Z",0,"Z",0,"Z",0
103927,"R",10,"R",465344,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",209551,"R",4,"R",215944,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",39849,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",11,"R",393591,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",71562,"R",2,"R",71562,"R",2,"R",71562,"R",1,"R",35781,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",143124,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",31,"R",1818600,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",609000,"Z",0,"Z",0,"R",6,"R",261400,"R",1,"R",45000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",614600,"R",5,"R",288600,"Z",0,"Z",0,"Z",0,"Z",0
104151,"R",5878,"R",378872946,"R",117,"R",12049108,"R",1,"R",500000,"R",267,"R",14615524,"R",1210,"R",129962125,"R",993,"R",51398488,"R",1265,"R",75518548,"R",703,"R",37647659,"R",53,"R",4127572,"R",208,"R",8587733,"R",19,"R",840247,"R",811,"R",33876925,"R",182,"R",7924945,"R",49,"R",1824072
104160,"R",309,"R",14431269,"R",3,"R",131433,"R",7,"R",364171,"R",14,"R",689630,"R",50,"R",3717383,"R",15,"R",661261,"R",28,"R",1401970,"R",45,"R",2165826,"R",2,"R",98008,"R",52,"R",1714841,"Z",0,"Z",0,"R",78,"R",2880202,"R",12,"R",458805,"R",3,"R",147739
104179,"R",6392,"R",370275888,"R",356,"R",22332678,"R",27,"R",2800280,"R",751,"R",42577758,"R",156,"R",28171570,"R",1189,"R",71444975,"R",1257,"R",81089670,"R",378,"R",31973146,"R",108,"R",7217038,"R",704,"R",22562743,"R",24,"R",771683,"R",993,"R",41907303,"R",327,"R",13089268,"R",122,"R",4337776
104188,"R",13,"R",968976,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",160000,"R",3,"R",560000,"R",1,"R",60000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",35000,"Z",0,"Z",0,"R",2,"R",66350,"R",3,"R",87626,"Z",0,"Z",0
104346,"R",274,"R",14054438,"Z",0,"Z",0,"Z",0,"Z",0,"R",66,"R",3256789,"R",50,"R",4083936,"R",9,"R",534170,"R",26,"R",1399125,"R",13,"R",608419,"R",2,"R",91771,"R",51,"R",1835576,"R",1,"R",30999,"R",56,"R",2213653,"Z",0,"Z",0,"Z",0,"Z",0
104364,"N",10,"N",553561,"Z",0,"Z",0,"Z",0,"Z",0,"N",7,"N",297624,"N",2,"N",235382,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"N",1,"N",20555,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",250,"R",12293453,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1039772,"R",57,"R",4285669,"R",15,"R",723186,"R",18,"R",943436,"R",31,"R",1448654,"R",1,"R",67713,"R",27,"R",865691,"Z",0,"Z",0,"R",56,"R",2054281,"R",21,"R",865051,"Z",0,"Z",0
104577,"R",148,"R",9850934,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",578737,"R",20,"R",2809945,"R",20,"R",1585032,"R",8,"R",689176,"R",16,"R",948648,"R",2,"R",109429,"R",31,"R",1563953,"Z",0,"Z",0,"R",39,"R",1566014,"Z",0,"Z",0,"Z",0,"Z",0
104586,"R",257,"R",14494788,"Z",0,"Z",0,"Z",0,"Z",0,"R",96,"R",4804123,"R",44,"R",4671081,"R",8,"R",460201,"R",3,"R",142561,"R",14,"R",762582,"R",1,"R",57633,"R",33,"R",1165237,"Z",0,"Z",0,"R",37,"R",1411491,"R",14,"R",688350,"R",7,"R",331529
